word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,confident,resolved_word,normalized_sentiment,sentiment_strength,open_class,closed_class,pos_count,word_length,log_frequency,frequency_rank,cluster,pc1,pc2
easiest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.6362842105263159,1,easiest,0.31460730494947153,0.31460730494947153,True,False,1,7,2.995732273553991,3307.5,1,-0.2921507255583207,0.8199226589195464
dependent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.4096789473684211,1,dependent,0.08800204179157672,0.08800204179157672,True,False,2,9,2.995732273553991,3307.5,1,0.16005660751070544,0.6078074125193136
maps,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,-0.0606555555555555,1,maps,-0.3823324611323999,0.3823324611323999,True,False,2,4,2.9444389791664403,3405.5,1,0.08546863230236722,-1.8394497877354248
greed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.5037833333333332,1,greed,-0.8254602389101776,0.8254602389101776,True,False,1,5,2.9444389791664403,3405.5,1,-1.1978116786757822,-3.7368894518027886
shuts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.0575944444444444,1,shuts,-0.37927135002128876,0.37927135002128876,True,False,2,5,2.9444389791664403,3405.5,1,-0.019943944746802677,-1.7453531177715522
clip,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0.2950777777777777,1,clip,-0.026599127799066646,0.026599127799066646,True,False,2,4,2.9444389791664403,3405.5,0,0.7333676066573785,0.11883843757830104
fold,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.2958722222222222,1,fold,-0.02580468335462216,0.02580468335462216,True,False,3,4,2.9444389791664403,3405.5,0,1.1000361171821913,-0.3414918780597956
rocks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4931388888888889,1,rocks,0.17146198331204454,0.17146198331204454,True,False,2,5,2.9444389791664403,3405.5,0,0.4370478312329546,0.26828434909238436
agreement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.4162611111111112,1,agreement,0.09458420553426683,0.09458420553426683,True,False,1,9,2.9444389791664403,3405.5,1,-0.2673071502290068,1.075250283283027
returns,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0595111111111111,1,returns,-0.2621657944657333,0.2621657944657333,True,False,2,7,2.9444389791664403,3405.5,1,-0.028634575314875507,-0.9462039451805718
guesses,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.1546944444444444,1,guesses,-0.4763713500212888,0.4763713500212888,True,False,2,7,2.9444389791664403,3405.5,1,-0.41876827025187857,-2.125391212537851
hot,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0.3281777777777778,1,hot,0.0065008722009334274,0.0065008722009334274,True,False,2,3,2.9444389791664403,3405.5,0,0.883937020760026,0.1852051701302709
motivated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.7847777777777778,1,motivated,0.46310087220093343,0.46310087220093343,True,False,2,9,2.9444389791664403,3405.5,1,-0.4045337465935603,0.45101557867914716
supporter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.6628444444444443,1,supporter,0.3411675388676,0.3411675388676,True,False,1,9,2.9444389791664403,3405.5,1,-0.6035072695858872,0.9685042509594685
additionally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4082444444444444,1,additionally,0.08656753886760005,0.08656753886760005,True,False,1,12,2.9444389791664403,3405.5,1,-0.5893403377340385,1.310457075412534
friendship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.8615111111111112,1,friendship,0.5398342055342669,0.5398342055342669,True,False,1,10,2.9444389791664403,3405.5,1,-0.9853639674511494,0.9597468223713856
ring,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0.27315,1,ring,-0.04852690557684436,0.04852690557684436,True,False,2,4,2.9444389791664403,3405.5,0,0.6934304306863137,-0.0018725135916336836
enterprise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0.3762888888888889,1,enterprise,0.05461198331204453,0.05461198331204453,True,False,1,10,2.9444389791664403,3405.5,1,-0.32379545501158746,1.169799733560743
implemented,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5264888888888889,1,implemented,0.20481198331204453,0.20481198331204453,True,False,2,11,2.9444389791664403,3405.5,1,-0.2743494632535831,0.7173198668576699
therapy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.3913777777777778,1,therapy,0.06970087220093346,0.06970087220093346,True,False,1,7,2.9444389791664403,3405.5,1,-0.011404776280720712,0.9315313733531043
ratio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.3910166666666666,1,ratio,0.06933976108982226,0.06933976108982226,True,False,1,5,2.9444389791664403,3405.5,1,0.21106316425895286,0.7771967827500671
hangs,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.0349388888888888,1,hangs,-0.28673801668795557,0.28673801668795557,True,False,2,5,2.9444389791664403,3405.5,1,0.14858749760791148,-1.2359633020415206
exit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.19,1,exit,-0.13167690557684436,0.13167690557684436,True,False,2,4,2.9444389791664403,3405.5,0,0.5419889022447305,-0.4596077064369382
stating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,-0.1008777777777777,1,stating,-0.4225546833546221,0.4225546833546221,True,False,2,7,2.9444389791664403,3405.5,1,-0.32075169471812975,-1.829134059261145
crisp,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.79665,1,crisp,0.4749730944231556,0.4749730944231556,True,False,2,5,2.9444389791664403,3405.5,1,0.023230439755989474,0.13689425699143448
competent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.5831388888888891,1,competent,0.26146198331204473,0.26146198331204473,True,False,1,9,2.9444389791664403,3405.5,1,-0.4948339990572593,1.0030088206507175
rolling,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,17,0.2995944444444445,1,rolling,-0.022082461132399867,0.022082461132399867,True,False,4,7,2.9444389791664403,3405.5,0,1.1390736206174066,-0.5539685990627595
bing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.1408944444444444,1,bing,-0.18078246113239996,0.18078246113239996,True,False,1,4,2.9444389791664403,3405.5,1,0.08733111321868132,-0.26522682869439657
stance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4701277777777778,1,stance,0.14845087220093345,0.14845087220093345,True,False,1,6,2.9444389791664403,3405.5,1,-0.007787415130245934,0.8201950061976494
proceed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.2634333333333333,1,proceed,-0.058243572243511066,0.058243572243511066,True,False,1,7,2.9444389791664403,3405.5,1,-0.02245155369938599,0.6410779386513267
choosing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4786166666666666,1,choosing,0.15693976108982222,0.15693976108982222,True,False,1,8,2.9444389791664403,3405.5,1,-0.24133704485813856,0.971011078263132
wikipedia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.3151166666666667,1,wikipedia,-0.0065602389101776515,0.0065602389101776515,True,False,1,9,2.9444389791664403,3405.5,1,-0.15029601863159853,1.080082150265071
responsible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5883722222222223,1,responsible,0.26669531664537793,0.26669531664537793,True,False,1,11,2.9444389791664403,3405.5,1,-0.7239448934028576,1.1552342241331564
seemingly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5693833333333332,1,seemingly,0.24770642775648888,0.24770642775648888,True,False,1,9,2.9444389791664403,3405.5,1,-0.4760792058720018,1.0089636066377208
batter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0005444444444444,1,batter,-0.32113246113239996,0.32113246113239996,True,False,1,6,2.9444389791664403,3405.5,1,-0.3902646627385709,-0.8833532829382591
visit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5114444444444444,1,visit,0.1897675388676,0.1897675388676,True,False,2,5,2.9444389791664403,3405.5,0,0.4120894129997471,0.26035986612502776
liar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,-0.356461111111111,1,liar,-0.6781380166879554,0.6781380166879554,True,False,1,4,2.9444389791664403,3405.5,1,-0.818505152713322,-3.00313592231924
pissed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.4688555555555556,1,pissed,-0.7905324611323999,0.7905324611323999,True,False,1,6,2.9444389791664403,3405.5,1,-1.2451853296114412,-3.4673689115803032
hassle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.3158111111111111,1,hassle,-0.005865794465733265,0.005865794465733265,True,False,1,6,2.9444389791664403,3405.5,1,0.18393216067313264,0.8521686468796967
adaptive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.6098,1,adaptive,0.28812309442315565,0.28812309442315565,True,False,1,8,2.9444389791664403,3405.5,1,-0.42019687179007564,0.9142217561665635
walk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.4041611111111111,1,walk,0.08248420553426672,0.08248420553426672,True,False,2,4,2.9444389791664403,3405.5,0,0.6693509601766835,0.22955740993919516
tiers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4826166666666668,1,tiers,0.16093976108982244,0.16093976108982244,True,False,1,5,2.9444389791664403,3405.5,1,0.08617260285405799,0.7375431028818494
professor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.5220388888888889,1,professor,0.20036198331204458,0.20036198331204458,True,False,1,9,2.9444389791664403,3405.5,1,-0.4115281769847803,1.0294590372440373
decides,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.0557666666666666,1,decides,-0.377443572243511,0.377443572243511,True,False,1,7,2.9444389791664403,3405.5,1,-0.6038121776146398,-1.1160967282905998
daughter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.3907722222222223,1,daughter,0.06909531664537794,0.06909531664537794,True,False,1,8,2.9444389791664403,3405.5,1,-0.12156693587377482,1.009038976496772
existed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4029944444444444,1,existed,0.08131753886760001,0.08131753886760001,True,False,1,7,2.9444389791664403,3405.5,1,-0.02724333546907779,0.9265025132970368
emotionally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,17,0.7233777777777778,1,emotionally,0.4017008722009334,0.4017008722009334,True,False,1,11,2.9444389791664403,3405.5,1,-0.9080160683604233,1.0967902603729942
accepting,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.0914777777777777,1,accepting,-0.4131546833546221,0.4131546833546221,True,False,2,9,2.9444389791664403,3405.5,1,-0.5256070150635107,-1.6228967717300902
proved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5425833333333334,1,proved,0.22090642775648905,0.22090642775648905,True,False,2,6,2.9444389791664403,3405.5,1,0.2586457961124444,0.3241252854521623
strength,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.7001277777777778,1,strength,0.37845087220093343,0.37845087220093343,True,False,1,8,2.9444389791664403,3405.5,1,-0.5433528420643468,0.875118821852071
transforms,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5447277777777778,1,transforms,0.22305087220093345,0.22305087220093345,True,False,2,10,2.9444389791664403,3405.5,1,-0.18822919120899684,0.6321787860392253
simplify,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4587055555555556,1,simplify,0.13702864997871123,0.13702864997871123,True,False,1,8,2.9444389791664403,3405.5,1,-0.21418955746881665,0.9796306069292947
gaslight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.2115777777777777,1,gaslight,-0.5332546833546221,0.5332546833546221,True,False,1,8,2.9444389791664403,3405.5,1,-0.9985795611610341,-1.8965810237705152
pulls,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.30955,1,pulls,-0.012126905576844371,0.012126905576844371,True,False,2,5,2.9444389791664403,3405.5,0,0.6487381457583398,0.2757525115713217
spyware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-0.2733777777777778,1,spyware,-0.5950546833546222,0.5950546833546222,True,False,1,7,2.9444389791664403,3405.5,1,-1.0001484286373443,-2.3140313513780977
debugging,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.6808000000000001,1,debugging,0.3591230944231557,0.3591230944231557,True,False,1,9,2.9444389791664403,3405.5,1,-0.6279884858923296,0.9607312831444466
surface,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5975111111111112,1,surface,0.27583420553426685,0.27583420553426685,True,False,3,7,2.9444389791664403,3405.5,0,0.4379891821895012,-0.08711119478438596
america,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.3154444444444444,1,america,-0.006232461132399947,0.006232461132399947,True,False,1,7,2.9444389791664403,3405.5,1,0.07227655408908885,0.9273956292651934
chatty,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5677333333333333,1,chatty,0.24605642775648895,0.24605642775648895,True,False,1,6,2.9444389791664403,3405.5,1,-0.14086615562773455,0.7779415187155587
occasions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.2081833333333333,1,occasions,-0.11349357224351106,0.11349357224351106,True,False,2,9,2.9444389791664403,3405.5,1,0.020167328666732813,0.026717617718889176
examination,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.7091166666666666,1,examination,0.38743976108982225,0.38743976108982225,True,False,1,11,2.9444389791664403,3405.5,1,-0.8885719835031716,1.1029639015800365
consult,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.2973222222222222,1,consult,-0.024354683354622153,0.024354683354622153,True,False,2,7,2.9444389791664403,3405.5,0,0.40449204100572395,0.3629303278825745
payed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.1397333333333333,1,payed,-0.18194357224351107,0.18194357224351107,True,False,1,5,2.9444389791664403,3405.5,1,-0.025771419173282944,-0.19437320988054937
chances,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.3910111111111111,1,chances,0.06933420553426672,0.06933420553426672,True,False,2,7,2.9444389791664403,3405.5,0,0.35431673426421134,0.466986424302947
hence,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,17,0.4316388888888889,1,hence,0.10996198331204454,0.10996198331204454,True,False,1,5,2.9444389791664403,3405.5,1,0.15567744221913052,0.7596114050695475
timing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,-0.0089444444444444,1,timing,-0.3306213500212888,0.3306213500212888,True,False,2,6,2.9444389791664403,3405.5,1,-0.042325240818379815,-1.4002926613114834
innovative,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.8598277777777779,1,innovative,0.5381508722009335,0.5381508722009335,True,False,1,10,2.9444389791664403,3405.5,1,-0.9830688534224205,0.960475538104044
strategy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.6960277777777777,1,strategy,0.3743508722009333,0.3743508722009333,True,False,1,8,2.9444389791664403,3405.5,1,-0.5377627623508088,0.8768937136365655
ridiculously,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0105055555555555,1,ridiculously,-0.3111713500212889,0.3111713500212889,True,False,1,12,2.9444389791664403,3405.5,1,-1.038049207183127,-0.36504528472079834
inferior,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.2077777777777777,1,inferior,-0.11389912779906666,0.11389912779906666,True,False,2,8,2.9444389791664403,3405.5,1,0.13041648289202856,-0.05276039639009919
definition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.3446611111111111,1,definition,0.022984205534266722,0.022984205534266722,True,False,1,10,2.9444389791664403,3405.5,1,-0.2806730650262608,1.183491412326498
contracts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4580722222222223,1,contracts,0.13639531664537796,0.13639531664537796,True,False,2,9,2.9444389791664403,3405.5,1,0.04090774082381209,0.5924465558753061
profound,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5765944444444444,1,profound,0.25491753886760005,0.25491753886760005,True,False,1,8,2.9444389791664403,3405.5,1,-0.37492328581742546,0.9285964556190343
consciousness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0.5279222222222223,1,consciousness,0.20624531664537793,0.20624531664537793,True,False,1,13,2.9444389791664403,3405.5,1,-0.8635008928254777,1.3358939712037767
intentionally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,17,-0.3959666666666667,1,intentionally,-0.717643572243511,0.717643572243511,True,False,1,13,2.9444389791664403,3405.5,1,-1.8893469790341777,-2.5254022444612394
frankly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,17,0.3743722222222221,1,frankly,0.05269531664537774,0.05269531664537774,True,False,1,7,2.9444389791664403,3405.5,1,0.011781177653072758,0.9388930857546458
meets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5395944444444445,1,meets,0.21791753886760012,0.21791753886760012,True,False,2,5,2.9444389791664403,3405.5,0,0.3737087437470419,0.24817371887294998
verbal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.2163888888888889,1,verbal,-0.10528801668795545,0.10528801668795545,True,False,2,6,2.9444389791664403,3405.5,0,0.36807553379180363,-0.15984772098907063
ordinary,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4654,1,ordinary,0.14372309442315562,0.14372309442315562,True,False,2,8,2.9444389791664403,3405.5,1,0.14190459356946683,0.5120288998058413
land,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.5373944444444445,1,land,0.21571753886760014,0.21571753886760014,True,False,3,4,2.9444389791664403,3405.5,0,0.8529176781048695,-0.29282303725936704
di,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.1348666666666666,1,di,-0.18681023891017776,0.18681023891017776,True,False,1,2,2.9444389791664403,3405.5,1,0.29832827947600465,-0.45290025826747005
breath,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.2813944444444445,1,breath,-0.04028246113239986,0.04028246113239986,True,False,1,6,2.9444389791664403,3405.5,1,0.12124890626706554,0.66270719704495
played,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.5458666666666666,1,played,0.22418976108982225,0.22418976108982225,True,False,2,6,2.9444389791664403,3405.5,1,0.2541691875613594,0.322703929023116
displays,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.0811,1,displays,-0.24057690557684436,0.24057690557684436,True,False,2,8,2.9444389791664403,3405.5,1,-0.1003024141163885,-0.7501130968149424
producing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.3266777777777778,1,producing,0.005000872200933426,0.005000872200933426,True,False,1,9,2.9444389791664403,3405.5,1,-0.14516618087833194,1.1140309472735055
leaning,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.4816444444444445,1,leaning,0.15996753886760012,0.15996753886760012,True,False,3,7,2.9444389791664403,3405.5,0,0.5959657438501322,-0.036952464354282406
successfully,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,18,0.4719166666666667,1,successfully,0.15023976108982234,0.15023976108982234,True,False,1,12,2.9444389791664403,3405.5,1,-0.6761532152365554,1.2828933426996736
net,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0.3413166666666666,1,net,0.01963976108982224,0.01963976108982224,True,False,3,3,2.9444389791664403,3405.5,0,1.2312445966388192,-0.2851863397980789
whatsoever,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.185711111111111,1,whatsoever,-0.13596579446573337,0.13596579446573337,True,False,1,10,2.9444389791664403,3405.5,1,-0.4969708261986488,0.4449586733589325
philosophical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0.7746277777777778,1,philosophical,0.45295087220093344,0.45295087220093344,True,False,1,13,2.9444389791664403,3405.5,1,-1.1998676541250382,1.2290950288270217
larger,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.1619470588235294,1,larger,-0.15972984675331497,0.15972984675331497,True,False,1,6,2.8903717578961645,3506.5,1,-0.15164758099764603,0.010980392384515035
formulas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4877058823529413,1,formulas,0.16602897677609696,0.16602897677609696,True,False,1,8,2.8903717578961645,3506.5,1,-0.3090759324351538,0.9728994230054043
religious,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,14,-0.2697117647058824,1,religious,-0.5913886702827267,0.5913886702827267,True,False,2,9,2.8903717578961645,3506.5,1,-0.9055718457298669,-2.5982398877082207
gather,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2285235294117646,1,gather,-0.09315337616507977,0.09315337616507977,True,False,2,6,2.8903717578961645,3506.5,1,0.33483007664923337,-0.08722426573484535
folder,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.3942941176470588,1,folder,0.07261721207021443,0.07261721207021443,True,False,1,6,2.8903717578961645,3506.5,1,0.04026044005368311,0.8588465008431474
promising,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.4403176470588236,1,promising,0.11864074148197923,0.11864074148197923,True,False,2,9,2.8903717578961645,3506.5,1,0.009768592432946359,0.6059555893599622
fewer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.5607588235294119,1,fewer,0.2390819179525675,0.2390819179525675,True,False,1,5,2.8903717578961645,3506.5,1,-0.07571541780361817,0.7095383993340495
countless,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0693588235294117,1,countless,-0.25231808204743267,0.25231808204743267,True,False,1,9,2.8903717578961645,3506.5,1,-0.6532424005978156,-0.2669752813300663
invasive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.1329823529411764,1,invasive,-0.4546592585180208,0.4546592585180208,True,False,2,8,2.8903717578961645,3506.5,1,-0.5455580606715349,-1.9227990718451775
restarted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0588235294117646,1,restarted,-0.26285337616507976,0.26285337616507976,True,False,1,9,2.8903717578961645,3506.5,1,-0.6724303866923207,-0.32497137134357423
inspire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.7811588235294118,1,inspire,0.45948191795256743,0.45948191795256743,True,False,1,7,2.8903717578961645,3506.5,1,-0.5981918776035814,0.7686180591667997
customization,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.6149764705882352,1,customization,0.2932995650113909,0.2932995650113909,True,False,1,13,2.8903717578961645,3506.5,1,-1.0375399627313515,1.3040312193652908
hanging,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.1626411764705881,1,hanging,-0.15903572910625627,0.15903572910625627,True,False,3,7,2.8903717578961645,3506.5,0,0.4690719938523038,-0.8373604368977028
meanwhile,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2021941176470588,1,meanwhile,-0.11948278792978556,0.11948278792978556,True,False,2,9,2.8903717578961645,3506.5,1,-0.0460872022650038,-0.00042954418859241406
girlfriend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.6657941176470588,1,girlfriend,0.3441172120702144,0.3441172120702144,True,False,1,10,2.8903717578961645,3506.5,1,-0.7738630903994241,1.0502958641952116
income,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.5828352941176471,1,income,0.26115838854080275,0.26115838854080275,True,False,1,6,2.8903717578961645,3506.5,1,-0.2168030247645601,0.7772269434878873
immensely,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.7044176470588236,1,immensely,0.38274074148197923,0.38274074148197923,True,False,1,9,2.8903717578961645,3506.5,1,-0.7155359318803721,0.9563302636221511
dishonest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.4712882352941177,1,dishonest,-0.792965140870962,0.792965140870962,True,False,1,9,2.8903717578961645,3506.5,1,-1.6379257071003033,-3.2432012071488865
south,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,16,0.3508823529411765,1,south,0.029205447364332116,0.029205447364332116,True,False,3,5,2.8903717578961645,3506.5,0,0.9408804834799755,-0.12901334362062578
vocabulary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.6169117647058823,1,vocabulary,0.2952348591290379,0.2952348591290379,True,False,1,10,2.8903717578961645,3506.5,1,-0.7072152246612612,1.0714570560591268
prone,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0193882352941176,1,prone,-0.30228867028272677,0.30228867028272677,True,False,1,5,2.8903717578961645,3506.5,1,-0.30030291474501103,-0.8510418614070149
rename,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2831764705882353,1,rename,-0.038500434988609056,0.038500434988609056,True,False,2,6,2.8903717578961645,3506.5,0,0.4343697633069924,0.21363652282769105
optimized,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3358941176470588,1,optimized,0.014217212070214424,0.014217212070214424,True,False,1,9,2.8903717578961645,3506.5,1,-0.21307839389840164,1.1158642599016246
customize,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.5863117647058823,1,customize,0.26463485912903795,0.26463485912903795,True,False,1,9,2.8903717578961645,3506.5,1,-0.5545063472485023,1.0074583514974447
chosen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.3343823529411764,1,chosen,0.012705447364332045,0.012705447364332045,True,False,3,6,2.8903717578961645,3506.5,0,0.8523893510690785,-0.044625028559019606
polish,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.1637705882352941,1,polish,-0.15790631734155025,0.15790631734155025,True,False,3,6,2.8903717578961645,3506.5,0,0.5821167920594192,-0.908388558494951
stupidity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.4742529411764706,1,stupidity,-0.7959298467533149,0.7959298467533149,True,False,1,9,2.8903717578961645,3506.5,1,-1.643325341378154,-3.259521714891381
ultimately,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,16,0.2753235294117647,1,ultimately,-0.046353376165079674,0.046353376165079674,True,False,1,10,2.8903717578961645,3506.5,1,-0.3891056028009421,0.9440921172161268
join,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.4281764705882352,1,join,0.10649956501139085,0.10649956501139085,True,False,2,4,2.8903717578961645,3506.5,0,0.5812612595248936,0.2249842205379159
cheat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.1488176470588235,1,cheat,-0.47049455263566786,0.47049455263566786,True,False,2,5,2.8903717578961645,3506.5,1,-0.24143558037561794,-2.241707681284688
scared,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.0438823529411764,1,scared,-0.36555925851802074,0.36555925851802074,True,False,1,6,2.8903717578961645,3506.5,1,-0.5265257615854877,-1.1220967632060224
