word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score
gulal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0.862625,5,0,gula,8.810585624942181e-06,-2.0406733074397825,0.0
rp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.0133583333333333,2,0,rp,8.810585624942181e-06,-2.0406733074397825,0.0
recomend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.3577083333333333,8,0,recommend,8.810585624942181e-06,-2.0406733074397825,0.0
expires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.0242333333333333,7,0,empires,8.810585624942181e-06,-2.0406733074397825,0.0
convince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.318375,8,0,convincer,8.810585624942181e-06,-2.0406733074397825,0.0
gp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.6361583333333333,2,0,gp,8.810585624942181e-06,-2.0406733074397825,0.0
theories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.533325,8,0,theorics,8.810585624942181e-06,-2.0406733074397825,0.0
filtering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.5171,9,0,faltering,8.810585624942181e-06,-2.0406733074397825,0.0
karni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,-0.3511916666666667,5,0,arni,8.810585624942181e-06,-2.0406733074397825,0.0
milti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.3596000000000001,5,0,milt,8.810585624942181e-06,-2.0406733074397825,0.0
discovering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.7558166666666666,11,0,discoverring,8.810585624942181e-06,-2.0406733074397825,0.0
pagal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,-0.0259,5,0,agal,8.810585624942181e-06,-2.0406733074397825,0.0
dout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0.4695416666666667,4,0,dut,8.810585624942181e-06,-2.0406733074397825,0.0
occured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.0587416666666666,7,0,occurred,8.810585624942181e-06,-2.0406733074397825,0.0
bada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.1531416666666666,4,0,ada,8.810585624942181e-06,-2.0406733074397825,0.0
cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.386975,5,0,cuber,8.810585624942181e-06,-2.0406733074397825,0.0
itni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0.4193916666666666,4,0,inti,8.810585624942181e-06,-2.0406733074397825,0.0
emailed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.19615,7,0,mailed,8.810585624942181e-06,-2.0406733074397825,0.0
realise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.3870083333333333,7,0,realism,8.810585624942181e-06,-2.0406733074397825,0.0
gemni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0.4544083333333333,5,0,gemini,8.810585624942181e-06,-2.0406733074397825,0.0
kaha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-0.0138166666666666,4,0,aha,8.810585624942181e-06,-2.0406733074397825,0.0
hamare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.1433,6,0,harare,8.076370156197e-06,-2.055928338180567,0.0
kiye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.4964181818181817,4,0,kye,8.076370156197e-06,-2.055928338180567,0.0
organise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.2890181818181819,8,0,organize,8.076370156197e-06,-2.055928338180567,0.0
karan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.284090909090909,5,0,kara,8.076370156197e-06,-2.055928338180567,0.0
jaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0.3801909090909091,4,0,jay,8.076370156197e-06,-2.055928338180567,0.0
mf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,-0.1509818181818182,2,0,mf,8.076370156197e-06,-2.055928338180567,0.0
dikha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,-0.0447727272727272,5,0,dikka,8.076370156197e-06,-2.055928338180567,0.0
cgpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.5073545454545454,4,0,copt,8.076370156197e-06,-2.055928338180567,0.0
overrated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.2624363636363636,9,0,overdate,8.076370156197e-06,-2.055928338180567,0.0
timepass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.6510272727272728,8,0,timebase,8.076370156197e-06,-2.055928338180567,0.0
vaise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.0212909090909091,5,0,vise,8.076370156197e-06,-2.055928338180567,0.0
relies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.3103727272727272,6,0,reliks,8.076370156197e-06,-2.055928338180567,0.0
avery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.6993181818181818,5,0,very,8.076370156197e-06,-2.055928338180567,0.0
vahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,-0.0214181818181818,4,0,ahi,8.076370156197e-06,-2.055928338180567,0.0
kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0.583709090909091,5,0,jumar,8.076370156197e-06,-2.055928338180567,0.0
ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.0798545454545454,2,0,ii,8.076370156197e-06,-2.055928338180567,0.0
kahana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.0547545454545454,6,0,khana,8.076370156197e-06,-2.055928338180567,0.0
oc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.4117454545454546,2,0,oc,8.076370156197e-06,-2.055928338180567,0.0
schoolwork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.5475727272727272,10,0,schoolbook,8.076370156197e-06,-2.055928338180567,0.0
listened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.3921818181818182,8,0,listener,8.076370156197e-06,-2.055928338180567,0.0
elon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.3076818181818181,4,0,eon,8.076370156197e-06,-2.055928338180567,0.0
chatted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.5321272727272727,7,0,catted,8.076370156197e-06,-2.055928338180567,0.0
manga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.252590909090909,5,0,panga,8.076370156197e-06,-2.055928338180567,0.0
krne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.2699090909090909,4,0,lrne,8.076370156197e-06,-2.055928338180567,0.0
kimi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0.4423272727272727,4,0,komi,8.076370156197e-06,-2.055928338180567,0.0
analysing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.4847000000000001,9,0,analyzing,8.076370156197e-06,-2.055928338180567,0.0
greatful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.6675363636363637,8,0,restful,8.076370156197e-06,-2.055928338180567,0.0
likh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.0189090909090909,4,0,lakh,8.076370156197e-06,-2.055928338180567,0.0
chahe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.40149,5,0,chafe,7.342154687451817e-06,-2.072638333736642,0.0
ku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.5108699999999999,2,0,ku,7.342154687451817e-06,-2.072638333736642,0.0
sunta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.0799,5,0,sunga,7.342154687451817e-06,-2.072638333736642,0.0
govt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.14695,4,0,got,7.342154687451817e-06,-2.072638333736642,0.0
hn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.56563,2,0,hn,7.342154687451817e-06,-2.072638333736642,0.0
answer's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.57992,8,0,answers,7.342154687451817e-06,-2.072638333736642,0.0
pehle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.35998,5,0,peele,7.342154687451817e-06,-2.072638333736642,0.0
usne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.12288,4,0,use,7.342154687451817e-06,-2.072638333736642,0.0
roleplays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.28873,9,0,rôleplays,7.342154687451817e-06,-2.072638333736642,0.0
'i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,-0.19881,2,0,'i,7.342154687451817e-06,-2.072638333736642,0.0
overhyped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,-0.1977399999999999,9,0,overhope,7.342154687451817e-06,-2.072638333736642,0.0
misunderstands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.25919,14,0,misunderstander,7.342154687451817e-06,-2.072638333736642,0.0
bolte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.03761,5,0,bote,7.342154687451817e-06,-2.072638333736642,0.0
chalta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-0.0544399999999999,6,0,chaeta,7.342154687451817e-06,-2.072638333736642,0.0
dega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.44383,4,0,deg,7.342154687451817e-06,-2.072638333736642,0.0
aacha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.06101,5,0,kacha,7.342154687451817e-06,-2.072638333736642,0.0
khush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.6503300000000001,5,0,khus,7.342154687451817e-06,-2.072638333736642,0.0
bolata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.09006,6,0,balata,7.342154687451817e-06,-2.072638333736642,0.0
bangla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.42314,6,0,bangle,7.342154687451817e-06,-2.072638333736642,0.0
dario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.8216199999999999,5,0,dari,7.342154687451817e-06,-2.072638333736642,0.0
analyses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.43788,8,0,analysts,7.342154687451817e-06,-2.072638333736642,0.0
pisses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-0.28632,6,0,posses,7.342154687451817e-06,-2.072638333736642,0.0
bohut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.41822,5,0,bout,7.342154687451817e-06,-2.072638333736642,0.0
pucha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.20209,5,0,nucha,7.342154687451817e-06,-2.072638333736642,0.0
km,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.2467,2,0,km,7.342154687451817e-06,-2.072638333736642,0.0
compute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.25763,7,0,compote,7.342154687451817e-06,-2.072638333736642,0.0
reccomend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.35842,9,0,recommend,7.342154687451817e-06,-2.072638333736642,0.0
tooo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.66256,4,0,too,7.342154687451817e-06,-2.072638333736642,0.0
pahle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.25514,5,0,pale,7.342154687451817e-06,-2.072638333736642,0.0
leta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-0.04145,4,0,eta,7.342154687451817e-06,-2.072638333736642,0.0
kb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.0202799999999999,2,0,kb,7.342154687451817e-06,-2.072638333736642,0.0
bich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.24859,4,0,ich,7.342154687451817e-06,-2.072638333736642,0.0
renew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.06959,5,0,resew,7.342154687451817e-06,-2.072638333736642,0.0
mana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.13621,4,0,mna,7.342154687451817e-06,-2.072638333736642,0.0
rahul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0.47367,5,0,rahu,7.342154687451817e-06,-2.072638333736642,0.0
somthing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.20105,8,0,southing,7.342154687451817e-06,-2.072638333736642,0.0
frnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.28992,4,0,fend,7.342154687451817e-06,-2.072638333736642,0.0
yahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.6072111111111111,5,0,mahan,6.607939218706635e-06,-2.0911103768283934,0.0
ft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.4190666666666666,2,0,ft,6.607939218706635e-06,-2.0911103768283934,0.0
prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.5556222222222222,4,0,prp,6.607939218706635e-06,-2.0911103768283934,0.0
tk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2423444444444444,2,0,tk,6.607939218706635e-06,-2.0911103768283934,0.0
technologies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5183666666666666,12,0,technologist,6.607939218706635e-06,-2.0911103768283934,0.0
chiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.037911111111111,4,0,chi,6.607939218706635e-06,-2.0911103768283934,0.0
powerfull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.7864444444444444,9,0,powerful,6.607939218706635e-06,-2.0911103768283934,0.0
cortana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1918444444444444,7,0,cortina,6.607939218706635e-06,-2.0911103768283934,0.0
outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.352411111111111,11,0,outperformer,6.607939218706635e-06,-2.0911103768283934,0.0
kabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,-0.2227333333333333,4,0,kab,6.607939218706635e-06,-2.0911103768283934,0.0
ulta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0622666666666666,4,0,ult,6.607939218706635e-06,-2.0911103768283934,0.0
xl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.2228,2,0,xl,6.607939218706635e-06,-2.0911103768283934,0.0
eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,-0.0309444444444444,2,0,eu,6.607939218706635e-06,-2.0911103768283934,0.0
kitna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0914,5,0,kina,6.607939218706635e-06,-2.0911103768283934,0.0
contacting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0243111111111111,10,0,contactin,6.607939218706635e-06,-2.0911103768283934,0.0
life's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5863666666666668,6,0,lifers,6.607939218706635e-06,-2.0911103768283934,0.0
isne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1984111111111111,4,0,sine,6.607939218706635e-06,-2.0911103768283934,0.0
sara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.4874222222222222,4,0,ara,6.607939218706635e-06,-2.0911103768283934,0.0
slove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.3128555555555555,5,0,sloe,6.607939218706635e-06,-2.0911103768283934,0.0
dslr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.6726,4,0,dsl,6.607939218706635e-06,-2.0911103768283934,0.0
puch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.1738111111111111,4,0,such,6.607939218706635e-06,-2.0911103768283934,0.0
madat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0.3440666666666666,5,0,adat,6.607939218706635e-06,-2.0911103768283934,0.0
hote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4632666666666667,4,0,hot,6.607939218706635e-06,-2.0911103768283934,0.0
weaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-0.0048777777777777,6,0,waker,6.607939218706635e-06,-2.0911103768283934,0.0
pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.581911111111111,2,0,pt,6.607939218706635e-06,-2.0911103768283934,0.0
lot's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.4177999999999999,5,0,lots,6.607939218706635e-06,-2.0911103768283934,0.0
subject's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0223222222222222,9,0,subjects,6.607939218706635e-06,-2.0911103768283934,0.0
sakti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.3546666666666667,5,0,saki,6.607939218706635e-06,-2.0911103768283934,0.0
kyuki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.208,5,0,kuki,6.607939218706635e-06,-2.0911103768283934,0.0
aint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5882000000000001,4,0,ant,6.607939218706635e-06,-2.0911103768283934,0.0
triggered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,-0.2519333333333333,9,0,triggerred,6.607939218706635e-06,-2.0911103768283934,0.0
singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4418888888888888,5,0,sing,6.607939218706635e-06,-2.0911103768283934,0.0
msgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.1217555555555555,4,0,mss,6.607939218706635e-06,-2.0911103768283934,0.0
nehi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.1238666666666666,4,0,nevi,6.607939218706635e-06,-2.0911103768283934,0.0
ghar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.0220888888888889,4,0,gar,6.607939218706635e-06,-2.0911103768283934,0.0
bolna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0076222222222222,5,0,bola,6.607939218706635e-06,-2.0911103768283934,0.0
og,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4833444444444444,2,0,og,6.607939218706635e-06,-2.0911103768283934,0.0
minecraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.5713666666666666,9,0,minecart,6.607939218706635e-06,-2.0911103768283934,0.0
crimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,-0.0298999999999999,6,0,cries,6.607939218706635e-06,-2.0911103768283934,0.0
ques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,-0.0833999999999999,4,0,ues,6.607939218706635e-06,-2.0911103768283934,0.0
chala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.2404875,5,0,shala,5.873723749961453e-06,-2.111760364127126,0.0
star's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.4203125,6,0,stars,5.873723749961453e-06,-2.111760364127126,0.0
personalised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.8826624999999999,12,0,personalized,5.873723749961453e-06,-2.111760364127126,0.0
dought,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.6793250000000001,6,0,ought,5.873723749961453e-06,-2.111760364127126,0.0
bhej,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.13305,4,0,beej,5.873723749961453e-06,-2.111760364127126,0.0
baddest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,-0.387225,7,0,maddest,5.873723749961453e-06,-2.111760364127126,0.0
pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.2757874999999999,2,0,pl,5.873723749961453e-06,-2.111760364127126,0.0
glitched,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.1049374999999999,8,0,glitches,5.873723749961453e-06,-2.111760364127126,0.0
indepth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.6787125,7,0,in-depth,5.873723749961453e-06,-2.111760364127126,0.0
linking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3510749999999999,7,0,liking,5.873723749961453e-06,-2.111760364127126,0.0
standalone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3274999999999999,10,0,stand-alone,5.873723749961453e-06,-2.111760364127126,0.0
he'll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-0.0346624999999999,5,0,hell,5.873723749961453e-06,-2.111760364127126,0.0
sahab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.335175,5,0,ahab,5.873723749961453e-06,-2.111760364127126,0.0
journaling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.6047125,10,0,journalism,5.873723749961453e-06,-2.111760364127126,0.0
bothering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0430249999999999,9,0,botherring,5.873723749961453e-06,-2.111760364127126,0.0
gemin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.159175,5,0,hemin,5.873723749961453e-06,-2.111760364127126,0.0
excelent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5747875,8,0,excedent,5.873723749961453e-06,-2.111760364127126,0.0
wajah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.109275,5,0,rajah,5.873723749961453e-06,-2.111760364127126,0.0
developer's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3108875,11,0,developers,5.873723749961453e-06,-2.111760364127126,0.0
relying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0135375,7,0,retying,5.873723749961453e-06,-2.111760364127126,0.0
exiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.175575,7,0,editing,5.873723749961453e-06,-2.111760364127126,0.0
ao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.6463125000000001,2,0,ao,5.873723749961453e-06,-2.111760364127126,0.0
copliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.418725,7,0,copilot,5.873723749961453e-06,-2.111760364127126,0.0
filtered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.34095,8,0,filterer,5.873723749961453e-06,-2.111760364127126,0.0
mari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.2687625,4,0,mar,5.873723749961453e-06,-2.111760364127126,0.0
lyria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.7049125,5,0,lyra,5.873723749961453e-06,-2.111760364127126,0.0
kaafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.7377125,5,0,kaaf,5.873723749961453e-06,-2.111760364127126,0.0
develope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.3025,8,0,develop,5.873723749961453e-06,-2.111760364127126,0.0
jese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.14115,4,0,jefe,5.873723749961453e-06,-2.111760364127126,0.0
claudia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.6443124999999998,7,0,claudin,5.873723749961453e-06,-2.111760364127126,0.0
hamara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.1821374999999999,6,0,samara,5.873723749961453e-06,-2.111760364127126,0.0
anwer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.525225,5,0,anger,5.873723749961453e-06,-2.111760364127126,0.0
er,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.2939125,2,0,er,5.873723749961453e-06,-2.111760364127126,0.0
altering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5858125,8,0,paltering,5.873723749961453e-06,-2.111760364127126,0.0
multimodal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.5334,10,0,multivocal,5.873723749961453e-06,-2.111760364127126,0.0
jaati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.143375,5,0,jati,5.873723749961453e-06,-2.111760364127126,0.0
revolut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.496925,7,0,revolt,5.873723749961453e-06,-2.111760364127126,0.0
computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.0610499999999999,9,0,commuting,5.873723749961453e-06,-2.111760364127126,0.0
'something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-0.2219875,10,0,something,5.873723749961453e-06,-2.111760364127126,0.0
resend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.0249375,6,0,resent,5.873723749961453e-06,-2.111760364127126,0.0
jada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.2223125,4,0,ada,5.873723749961453e-06,-2.111760364127126,0.0
uski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.49815,4,0,ski,5.873723749961453e-06,-2.111760364127126,0.0
studys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.7447,6,0,studs,5.873723749961453e-06,-2.111760364127126,0.0
usless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-0.1239624999999999,6,0,unless,5.873723749961453e-06,-2.111760364127126,0.0
cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0.6291625000000001,2,0,cl,5.873723749961453e-06,-2.111760364127126,0.0
va,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.3669999999999999,2,0,va,5.873723749961453e-06,-2.111760364127126,0.0
targeted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-0.0205,8,0,targeter,5.873723749961453e-06,-2.111760364127126,0.0
chatgpts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.5134,8,0,chatbots,5.873723749961453e-06,-2.111760364127126,0.0
reponse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.16005,7,0,repose,5.873723749961453e-06,-2.111760364127126,0.0
vedio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.180475,5,0,vedro,5.873723749961453e-06,-2.111760364127126,0.0
haii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.3430875,4,0,hani,5.873723749961453e-06,-2.111760364127126,0.0
aasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.306575,5,0,basan,5.873723749961453e-06,-2.111760364127126,0.0
nalla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.43,5,0,nall,5.873723749961453e-06,-2.111760364127126,0.0
jitna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.138025,5,0,fitna,5.873723749961453e-06,-2.111760364127126,0.0
panna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0.619525,5,0,anna,5.873723749961453e-06,-2.111760364127126,0.0
