word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_class,closed_class,class_type,actual,predicted,actual_label,predicted_label
esko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3592,4,1,esko,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
pro's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.4639666666666666,5,0,pros,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
liar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,-0.356461111111111,4,1,liar,1.321587843741327e-05,-1.9695862507524384,0.0666666666666666,True,False,open,open,closed,open,closed
retrying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.47975,8,1,retrying,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
myth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6908,4,1,myth,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
permissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,0.345535,11,1,permissions,2.9368618749807268e-05,-1.8295900815847317,0.0,False,False,unknown,unknown,open,unknown,open
answering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239,234,0.2440188284518829,9,1,answering,0.00017547749703,-1.5161868082726082,0.0666666666666666,True,False,open,open,both,open,both
dimag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.052275,5,1,dimag,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
burdened,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7689,8,1,burdened,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
crowns,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9732,6,1,crowns,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
ig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.3965714285714287,2,1,ig,5.139508281216272e-06,-2.13517138886691,0.0666666666666666,True,False,open,open,closed,open,closed
ns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8919,2,0,ns,7.342154687451817e-07,-2.4763327423549923,0.0,False,False,unknown,unknown,closed,unknown,closed
gl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9412,2,0,gl,7.342154687451817e-07,-2.4763327423549923,0.0,False,False,unknown,unknown,closed,unknown,closed
interface,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,329,0.5206608823529412,9,1,interface,0.0002496332593733,-1.4543888580097974,0.0666666666666666,True,False,open,open,both,open,both
terrace,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9452,7,1,terrace,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
lazy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0.1882209302325581,4,1,lazy,3.157126515604281e-05,-1.8169106601830611,0.0666666666666666,True,False,open,open,closed,open,closed
remebers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6638,8,1,remebers,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
jyada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,49,0.3860878787878788,5,1,jyada,4.845822093718199e-05,-1.7417930293413122,0.0,False,False,unknown,unknown,open,unknown,open
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3852,3496,0.3861653426791272,3,1,has,0.0028281979856064,-1.0288112406841785,0.0666666666666666,False,True,closed,closed,both,closed,both
dexterity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.85,9,1,dexterity,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
contributed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9757,11,1,contributed,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
ly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.85895,2,1,ly,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
misspelling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,11,1,misspelling,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
agribusiness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.91,12,1,agribusiness,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
reiterate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.231,9,1,reiterate,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
cherish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7882,7,1,cherish,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
rockets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7717,7,1,rockets,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
noce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.80055,4,1,noce,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
unique,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116,112,0.6080482758620689,6,1,unique,8.516899437444107e-05,-1.642922595276603,0.1333333333333333,True,False,open,open,closed,open,closed
harvey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3291,6,1,harvey,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
photosynthesis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6697,14,1,photosynthesis,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
jet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9062,3,1,jet,7.342154687451817e-07,-2.4763327423549923,0.2,True,False,open,open,unknown,open,unknown
diplomatically,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.8776,14,1,diplomatically,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
implicit,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5443,8,1,implicit,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fillers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8978,7,1,fillers,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
talkies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3867,7,1,talkies,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
boot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.81938,4,1,boot,3.671077343725909e-06,-2.1941624598125973,0.1333333333333333,True,False,open,open,closed,open,closed
dint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4728,4,1,dint,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
slag,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5859,4,1,slag,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
rakhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0051333333333333,5,0,rake,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
itne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.18468,4,0,ithe,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,closed,unknown,closed
all',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.9023666666666668,4,0,all,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,closed,unknown,closed
unforced,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9091,8,1,unforced,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
millions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.5010157894736841,8,1,millions,1.3950093906158452e-05,-1.9601070636497544,0.0,False,False,unknown,unknown,open,unknown,open
prohibit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7930999999999999,8,1,prohibit,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
subscribes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9923,10,1,subscribes,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
notoriously,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,11,1,notoriously,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
procrastinating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9459,15,1,procrastinating,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
eccentrics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9183,10,1,eccentrics,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
basicly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2687,7,1,basicly,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
hedged,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3182,6,1,hedged,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
pilgrim,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2732,7,1,pilgrim,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
carved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.802,6,1,carved,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
misreading,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7351,10,1,misreading,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
deepsec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5710000000000001,7,1,deepsec,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
saksham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.11315,7,1,saksham,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
karlo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-0.174525,5,0,karoo,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
closings,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.4019,8,1,closings,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
waa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.4735,3,1,waa,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
mc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.5096714285714286,2,0,mc,5.139508281216272e-06,-2.13517138886691,0.0,False,False,unknown,unknown,closed,unknown,closed
flooded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,7,1,flooded,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
strong,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,115,111,0.6203495652173914,6,1,strong,8.44347789056959e-05,-1.6444405463523295,0.1333333333333333,True,False,open,open,closed,open,closed
qualifies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6705,9,1,qualifies,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
distill,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9356,7,1,distill,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
quitting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.580025,8,0,quiting,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
organised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.6479263157894737,9,0,organized,1.3950093906158452e-05,-1.9601070636497544,0.0,False,False,unknown,unknown,open,unknown,open
westing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4926,7,1,westing,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
wat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.3251909090909091,3,1,wat,8.076370156197e-06,-2.055928338180567,0.0666666666666666,True,False,open,open,closed,open,closed
version,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,1246,0.3248683288409702,7,1,version,0.0010895757556178,-1.196042609241617,0.0666666666666666,True,False,open,open,both,open,both
adders,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5719,6,1,adders,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
grail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5878,5,1,grail,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
shrunken,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5787,8,1,shrunken,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.7430000000000001,6,0,bylina,5.139508281216272e-06,-2.13517138886691,0.0,False,False,unknown,unknown,open,unknown,open
oops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.0154599999999999,4,0,oos,3.671077343725909e-06,-2.1941624598125973,0.0,False,False,unknown,unknown,closed,unknown,closed
lead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,0.2264686274509804,4,1,lead,3.744498890600427e-05,-1.7869962099408037,0.1333333333333333,True,False,open,open,closed,open,closed
counterattack,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8834,13,1,counterattack,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
kuch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,101,0.1238829629629629,4,0,such,9.911908828059952e-05,-1.6163289115226993,0.0,False,False,unknown,unknown,both,unknown,both
deni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2205499999999999,4,1,deni,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
perplexcity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.8640333333333334,11,0,perplexity,4.405292812471091e-06,-2.162197433515738,0.0,False,False,unknown,unknown,open,unknown,open
moderators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.522,10,1,moderators,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
airports,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6102,8,1,airports,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
personnel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.43125,9,1,personnel,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
oswald,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3291,6,1,oswald,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fingerprinting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,14,1,fingerprinting,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
footwear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8703,8,1,footwear,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
conserve,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6552,8,1,conserve,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
whispered,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.932,9,1,whispered,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
comfy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.3128999999999999,5,1,comfy,1.4684309374903631e-06,-2.354808616279037,0.0666666666666666,True,False,open,open,unknown,open,unknown
witchcraft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4404,10,1,witchcraft,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
goes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,205,0.180123923444976,4,1,goes,0.0001534510329677,-1.5397026594753287,0.1333333333333333,True,False,open,open,both,open,both
dafa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.4404,4,1,dafa,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
hyping,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6983,6,1,hyping,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
jumble,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3008,6,1,jumble,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
survice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.57005,7,1,survice,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
accompanied,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6908,11,1,accompanied,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
factoring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7552,9,1,factoring,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
durga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0625,5,1,durga,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
headlines,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4404,9,1,headlines,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
jjk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.45315,3,1,jjk,1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,closed,unknown,closed
urs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9413,3,1,urs,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
protocell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9442,9,1,protocell,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
augmenting,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9833,10,1,augmenting,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
deceitfully,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,11,1,deceitfully,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
leverages,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9601,9,1,leverages,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
burn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.1081833333333333,4,1,burn,4.405292812471091e-06,-2.162197433515738,0.1333333333333333,True,False,open,open,closed,open,closed
spa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,-0.309575,3,1,spa,2.9368618749807267e-06,-2.233284490203081,0.0666666666666666,True,False,open,open,closed,open,closed
sawed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2617,5,1,sawed,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
depressive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.0447,10,1,depressive,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
urself,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-0.3665333333333334,6,1,urself,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
ghar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.0220888888888889,4,0,gar,6.607939218706635e-06,-2.0911103768283934,0.0,False,False,unknown,unknown,closed,unknown,closed
wanted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,290,280,0.1906203448275861,6,1,wanted,0.0002129224859361,-1.4822764388101637,0.1333333333333333,True,False,open,open,both,open,both
knoll,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4078,5,1,knoll,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
plausibly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6369,9,1,plausibly,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
showup,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.477,6,1,showup,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
fir,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,-0.0273775,3,1,fir,2.9368618749807268e-05,-1.8295900815847317,0.0666666666666666,True,False,open,open,closed,open,closed
overall,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,579,569,0.5793098445595857,7,1,overall,0.0004251107564034,-1.3610548533684517,0.2,True,False,open,open,both,open,both
chahte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.5030285714285714,6,0,chate,5.139508281216272e-06,-2.13517138886691,0.0,False,False,unknown,unknown,open,unknown,open
vigorously,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8779,10,1,vigorously,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
duty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.4685333333333334,4,1,duty,6.607939218706635e-06,-2.0911103768283934,0.0666666666666666,True,False,open,open,closed,open,closed
nostalgic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7876,9,1,nostalgic,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.5556222222222222,4,0,prp,6.607939218706635e-06,-2.0911103768283934,0.0,False,False,unknown,unknown,closed,unknown,closed
ethnic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7003,6,1,ethnic,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
restraints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.1476999999999999,10,1,restraints,2.9368618749807267e-06,-2.233284490203081,0.0,False,False,unknown,unknown,open,unknown,open
spiderman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.1867,9,1,spiderman,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,823,0.1699033084311633,4,1,data,0.0006879598942142,-1.2766580856438126,0.0666666666666666,True,False,open,open,both,open,both
seemlessly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.8660666666666667,10,0,needlessly,2.2026464062355453e-06,-2.283721559591693,0.0,False,False,unknown,unknown,open,unknown,open
reserved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8877,8,1,reserved,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
almost,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,497,483,0.3996084507042253,6,1,almost,0.0003649050879663,-1.3878287445809794,0.1333333333333333,True,False,open,open,closed,open,closed
assistance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,181,0.6004860215053762,10,1,assistance,0.0001365640771866,-1.5601430564872496,0.0666666666666666,True,False,open,open,both,open,both
inequality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4391,10,1,inequality,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bottom',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.6765,7,1,bottom',1.4684309374903631e-06,-2.354808616279037,0.0,False,False,unknown,unknown,open,unknown,open
confidante,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4939,10,1,confidante,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
creating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,488,470,0.603560655737705,8,1,creating,0.0003582971487476,-1.3910326921937577,0.0666666666666666,True,False,open,open,closed,open,closed
clipped,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.2944,7,1,clipped,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
reverses,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7724,8,1,reverses,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
spit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0436166666666666,4,1,spit,4.405292812471091e-06,-2.162197433515738,0.1333333333333333,True,False,open,open,closed,open,closed
reusable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.9038,8,1,reusable,7.342154687451817e-07,-2.4763327423549923,0.0666666666666666,True,False,open,open,unknown,open,unknown
bull,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.100025,4,1,bull,2.9368618749807267e-06,-2.233284490203081,0.2,True,False,open,open,closed,open,closed
jazz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.9253333333333332,4,1,jazz,2.2026464062355453e-06,-2.283721559591693,0.1333333333333333,True,False,open,open,closed,open,closed
inflected,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.743,9,1,inflected,7.342154687451817e-07,-2.4763327423549923,0.1333333333333333,True,False,open,open,unknown,open,unknown
